Sigma,MaxDistance,MeanDistance,Feasibility
0,1.53021187718127,0.787471077554463,1.56639791547631e-08
0.001,1.52974221774914,0.787573594171696,0.026183533036472
0.00316227766016838,1.53011150623168,0.787658834964119,0.026238858299503
0.01,1.53061682623764,0.78813536806776,0.938190583468409
0.0316227766016838,1.53535476599826,0.790395042095531,5.79952589040986
0.1,1.55239024730081,0.802316017800948,24.9520233555217
0.316227766016838,1.60182508475633,0.865970984700998,83.6623048978864
1,1.54465421970675,0.835628010336846,178.996251278324
